,Datetime,Tweet Id,Username,Text,Retweet,Like,Quote,Reply,Media,Language,Outlinks,Source,Status
49,2022-07-14 16:36:25+00:00,1547621044856315906,RickWright67,"And here is a PowerPoint presentation on Royal Game of Ur and Senet. First third of presentation focuses on types of games and their history. Also by Eddie Duggan, University of Suffolk. https://t.co/I7Kob5OBDz",0,0,0,0,,en,['https://www.academia.edu/6779026'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
50,2022-07-13 08:20:56+00:00,1547133964216807424,TonyMasiuk,"@AngryLevantine I wrote this paper on Nazi anti-Slavic genocide a few years ago in university

https://t.co/JsMzUOX1rZ",1,1,0,1,,en,['https://www.academia.edu/41303748/Hitlers_Manifest_Destiny_Nazi_Genocide_Slavery_and_Colonization_in_Slavic_Eastern_Europe'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
51,2022-07-11 20:55:12+00:00,1546599007215951872,SoquelCreek,"@OlgaInCali Same energy. By the way, this guy is a member of the faculty at California State University, Los Angeles.
https://t.co/iXjLSyOzPE https://t.co/rN69lCBsw4",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FXafGzoVsAE47sA?format=png&name=small', fullUrl='https://pbs.twimg.com/media/FXafGzoVsAE47sA?format=png&name=large')]",en,['https://calstatela.academia.edu/MohammedAbed'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
52,2022-07-11 16:03:47+00:00,1546525670578069504,thejohnconverse,Here are some of my papers from Oral Roberts University. They are available for free download at https://t.co/YMcIKYYiku https://t.co/X6Eg0x27Ir,1,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FXZc3Y1UEAEwB0a?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FXZc3Y1UEAEwB0a?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FXZc3YzUEAAzxdS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FXZc3YzUEAAzxdS?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FXZc3vjVEAAXW7q?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FXZc3vjVEAAXW7q?format=jpg&name=large')]",en,['https://oralroberts.academia.edu/JohnConverse'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
53,2022-07-11 10:31:26+00:00,1546442030422716416,animistique,"“...two search requests on the internet...produce ""as much carbon dioxide as boiling a kettle"", according to a Harvard University physicist @alexwg “...a typical...search on computer produces about 7g CO2” (2009), and a later magazine paper (2011):

https://t.co/engbOPlhE9",0,0,0,1,,en,['https://www.academia.edu/70745731/The_Material_Impact_of_Cyberspace'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
54,2022-07-09 01:53:45+00:00,1545586975553605634,Yeshayahu17,"I just uploaded 'McDonald's ""Hamburger University""  POPULAR CULTURE OF THE BIG MAC AND THE HOMOGENI…' to @academia! https://t.co/2yDJWWDGwr",0,0,0,0,,en,['https://www.academia.edu/82823069/Mc_Donald'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
55,2022-07-09 01:31:33+00:00,1545581391211012096,Yeshayahu17,"I just uploaded 'McDonald's ""Hamburger University"" cultura popular del Big Mac y la homogeneización…' to @academia! https://t.co/Rbx4KcBR11",0,0,0,0,,ca,['https://www.academia.edu/82822610/McDonalds_Hamburger_University_cultura_popular_del_Big_Mac_y_la_homogeneizaci%C3%B3n_de_la_comida_r%C3%A1pida'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
56,2022-07-08 03:55:06+00:00,1545255127098982400,Yeshayahu17,"I just uploaded 'McDonald's ""Hamburger University"" y la cultura popular de Mc Donald's mejorando la…' to @academia! https://t.co/LzmtjYaXnl",0,0,0,0,,es,['https://www.academia.edu/82770622/McDonalds_Hamburger_University_y_la_cultura_popular_de_Mc_Donalds_mejorando_la_calidad_del_servicio_y_la_productividad'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
57,2022-07-07 15:10:55+00:00,1545062813470560259,MarshallUCOS,"Congratulations to David Hannan!  David was recently accepted into a Ph.D. program at Harvard University.  He graduated from Marshall University as a Yeager Scholar with a B.A. in Statistics and Creative Writing. 
To follow David’s work, go to: https://t.co/OYjzwGUTVi #MUScience https://t.co/5drONVMHgC",1,3,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FXEpuUGUEAEF9n2?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FXEpuUGUEAEF9n2?format=jpg&name=large')]",en,['Https://harvard.academia.edu/DavidHannan'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
58,2022-07-07 01:34:29+00:00,1544857354071597060,ErebusDominus,"@Cernovich Written by George Kent, Professor Emeritus at the University of Hawaii. Here are some of his other articles:

https://t.co/YSxrrkvFTm",0,2,0,0,,en,['https://hawaii.academia.edu/GeorgeKent'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
59,2022-07-06 18:17:13+00:00,1544747309803749379,CapitaLiszt,"@ConceptualJames @iowemysoul Author of above appears to be Professor Emeritus of Political Science at University of Hawaii 
https://t.co/kDdYxtY0PS https://t.co/nxGwsGdFBs",0,1,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FXALfRBXEAQtxwV?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FXALfRBXEAQtxwV?format=jpg&name=large')]",en,['https://hawaii.academia.edu/GeorgeKent'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
60,2022-07-06 15:29:14+00:00,1544705036428754946,ortwein,@teachmykidtore1 @TuckerMax Look at the URL...It's an actual article on the UN's official website. And here's the author's CV at the University of Hawaii. https://t.co/rvBCi93H21,0,1,0,2,,en,['https://hawaii.academia.edu/GeorgeKent/CurriculumVitae'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
61,2022-07-06 12:15:49+00:00,1544656361417580545,LaetitiaCO43SQ,Thank you Chiara Fiori and University of Essex for the opportunity to #share projects in #language #mediation #interpreting #avt #subtitling  #dubbing  while addressing dubious narratives about university degree value https://t.co/mJh34bnr5G,0,0,0,0,,en,['https://lnkd.in/e6qXrWcK'],"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>",1
62,2022-07-06 08:52:12+00:00,1544605119312187392,hanashibeta,"Dr.Stefan Grace

""Sophia University, Central Library, Managing Editor, Monumenta Nipponica""
https://t.co/2Nb0JA0etr",0,0,0,0,,ro,['https://sophia.academia.edu/StefanGrace'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
63,2022-07-06 07:33:34+00:00,1544585328962310144,AyurAstro,Kim Plofker Mathematics in India Princeton University Press (2009) https://t.co/51ljJ199Gq,0,2,0,0,,en,['https://www.academia.edu/30896037/Kim_Plofker_Mathematics_in_India_Princeton_University_Press_2009_'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
64,2022-07-05 19:36:49+00:00,1544404953518710787,RealYeyoZa,"@ovjocm @RebeccaSear One of them is Jørgen Lorentzen. Professor at the Centre for Gender Research at the University of Oslo between 2002 and 2013.
https://t.co/CCfdxeQd8n

Another one is Agnes Bolsö, director of the NTNU Centre for Gender Studies from 2005 to 2007.
https://t.co/35FM9vEkZk",0,2,0,0,,en,"['https://independent.academia.edu/J%C3%B8rgenLorentzen/CurriculumVitae', 'https://en.wikipedia.org/wiki/Agnes_Bols%C3%B8']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
65,2022-07-05 14:07:22+00:00,1544322046242574338,AlexiosAsText,"📢New Publication Alert 

Universities owe reparations for urban renewal. 

Coauthor @deedeerosario 

Reckoning with (Recent) History:  Reparatory Service Learning for Transformative Change https://t.co/4tbyoYvT4Z via @academia",6,17,2,1,,en,['https://www.academia.edu/72686838/Reckoning_with_Recent_History_Reparatory_Service_Learning_for_Transformative_Change'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
66,2022-07-05 09:57:46+00:00,1544259232647860226,Hulegu,"some nice news to finish a tough, tough year:

won a university award 💵 for my book chapter 

https://t.co/ISE6iwX1lR",1,23,0,5,,en,['https://www.academia.edu/58743788/_A_Lover_Speaks_The_Life_and_Many_Afterlives_of_a_Naqshbandi_Schoolmaster_in_History_and_Hagiography'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
67,2022-07-04 17:38:43+00:00,1544012845506932736,EvolvereKratia,"“Deliberation, cognitive diversity, and democratic inclusiveness: an epistemic argument for the random selection of representatives” Hélène Landemore, Yale University https://t.co/S0RrjPNHSI",0,0,0,0,,ro,['https://www.academia.edu/1846448/Deliberation_cognitive_diversity_and_democratic_inclusiveness_an_epistemic_argument_for_the_random_selection_of_representatives?email_work_card=view-paper'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
68,2022-07-01 15:12:50+00:00,1542888969578348544,patchesgayle,"""Without the presence and acceptance of the midwife, obstetrics becomes aggressive,technological and inhuman.""
Professor GJ Kloosterman, formerly of the Department of Obstetrics and Gynaecology,University of Amsterdam Hospital, The Netherlands.  https://t.co/FdUCudPtlQ",0,1,0,0,,en,['https://www.academia.edu/675921/Midwifery_women_history_and_politics?email_work_card=thumbnail'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
69,2022-07-01 08:34:00+00:00,1542788601112678401,ILeraczyk,I just uploaded 'Polish Auxiliary Forces and Their Law Academic Scripts at the University Camp in G…' to @academia! https://t.co/NhhVoBCZYV,0,1,0,0,,en,['https://www.academia.edu/82439953/Folia_iuridica'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
70,2022-07-01 07:11:13+00:00,1542767765077086210,Djeflat,I just uploaded 'Universities and scientific research in the Maghreb states: power politics and inn…' to @academia! https://t.co/rOsl20oeer,0,0,0,0,,en,['https://www.academia.edu/82437963/Universities_and_scientific_research_in_the_Maghreb_states_power_politics_and_innovation_systems'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
71,2022-06-30 13:46:44+00:00,1542504914978385922,UALEPRG,"@malarkeypalaver @ashdisorient Cowden, S. and Singh, G. (2013). Acts of knowing: Critical pedagogy in, against and beyond the university. Bloomsbury Publishing. https://t.co/6EqxS01b2Z.",0,1,0,1,,en,['https://bit.ly/38PmJGH'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
72,2022-06-29 05:46:45+00:00,1542021734861344770,MyShtender,"and David Weiss Halivni, “Author’s Introduction,” in David Weiss Halivni, The Formation of the Babylonian Talmud, ed. and trans. Jeffrey L. Rubenstein (Oxford: Oxford University Press, 2013), xxxi-xxxv, 207, available here (https://t.co/OBfMPKTeCn)",0,3,1,1,,en,['https://www.academia.edu/42656932/David_Weiss_Halivni_Author_s_Introduction_in_David_Weiss_Halivni_The_Formation_of_the_Babylonian_Talmud_ed_and_trans_Jeffrey_L_Rubenstein_Oxford_Oxford_University_Press_2013_xxxi_xxxv_207'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
73,2022-06-29 05:46:45+00:00,1542021733544300544,MyShtender,"and Jeffrey L. Rubenstein, “Introduction,” in David Weiss Halivni, The Formation of the Babylonian Talmud, Translated, Introduced and Annotated by Jeffrey L. Rubenstein (New York: Oxford University Press, 2013), xvii-xxxv, available here (https://t.co/T70aATUdd5)",0,2,0,1,,en,['https://www.academia.edu/36260664/Jeffrey_L_Rubenstein_Introduction_in_David_Weiss_Halivni_The_Formation_of_the_Babylonian_Talmud_Translated_Introduced_and_Annotated_by_Jeffrey_L_Rubenstein_New_York_Oxford_University_Press_2013_xvii_xxxv'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
74,2022-06-28 22:58:00+00:00,1541918867835854848,colombia_hist,"EL PROYECTO DE REFORMACONSTITUCIONAL CONSERVADORA DE
1953 EN COLOMBIA

JAMES D. HENDERSON
Associate Professor of History Grambling State University

https://t.co/E4PYMNCWef",1,6,0,1,,ca,['https://www.academia.edu/21741652/EL_PROYECTO_DE_REFORMA_CONSTITUCIONAL_CONSERVADORA_DE_1953_EN_COLOMBIA'],"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",1
75,2022-06-28 17:37:21+00:00,1541838173969342465,BrunoRestif,"Un peu de pub pour les travaux passionnants de mon ami Radha Madhav Bharadwaj, qui enseigne l'histoire de l'Inde et celle de l'Europe à la University of Delhi.
https://t.co/peZCmxtsbF via @academia",0,1,0,0,,fr,['https://www.academia.edu/81116417/Radha_Madhav_Bharadwaj_Vratas_and_Utsavas_in_North_and_Central_India_Literary_and_Epigraphic_Sources_c_A_D_400_1200_Delhi_Eastern_Book_Linkers_2015'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
76,2022-06-27 17:43:27+00:00,1541477322905325568,Chrisiepedersen,"Why CO2 and greenhouse effect cause can’t global warming ? This may offer another side of a story, it is always good to listen both side. No??? The UN/IPCC, NASA/NOAA, and their servile ""scientists” and ""universities “, “the media” and “some politicians”  https://t.co/ohAOe4yNwn",1,1,0,1,,en,['https://www.academia.edu/53292419/Why_CO2_and_the_greenhouse_effect_cant_cause_climate_warming?fbclid=IwAR0WWJ0YonkPJjSvEAFk6buU-6dU5jEf9zZBmlX2R2wSRR2lxgnrs2xU58M'],"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
77,2022-06-25 20:40:35+00:00,1540797122471030786,Biomathematic15,"Notwithstanding this mixture sounds interesting and an obvious path, I believe we need more awareness and initiative coming especially from universities and academic centers. We already have all the ingredients; it is a matter of paradigm shift now.
https://t.co/C9woO1Col4",0,0,0,0,,en,['https://www.academia.edu/s/5f47be71bb'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
78,2022-06-25 10:12:58+00:00,1540639179172093952,DigiOrientalist,"The first session of the @DigiOrientalist's 2022 Conference is being chaired by @TZampaki and is now underway with a paper by Ya-hwei Hsu from National #Taiwan University entitled ""Social Changes of #Liao, Song, and #Jin Dynastyer as Seen Through Tombs.""

https://t.co/kChN8Sm2sV https://t.co/XMgkTBYnvr",8,13,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FWFyyDragAAK8DH?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FWFyyDragAAK8DH?format=jpg&name=large')]",en,['https://taiwan.academia.edu/YahweiHsu'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
79,2022-06-25 05:44:42+00:00,1540571668749455360,rafael_voila,"""Tanya Viola | Keele University - https://t.co/sTZIe0LtW0"" https://t.co/zVVMqyX9SC",0,1,0,0,,in,"['http://Academia.edu', 'https://keele.academia.edu/TanyaViola']","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
80,2022-06-25 01:16:03+00:00,1540504058267836416,lizb_2010,"Hi, I am starting an online discussion about censorship at the time of climate &amp; eco-crisis.
Let's call it #ClimateCensorship
Universities, media, social media &amp; mainstream institutions captured by hyperthreat. So, how do we get new ideas out?  Join in... https://t.co/rRSKOu5AbF",0,2,0,1,,en,['https://www.academia.edu/s/1d0b872557?source=twitter'],"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
81,2022-05-17 19:16:46+00:00,1526642901530337281,EvilDave_NXT,"@ndrew_lawrence No-one taught her kid CRT in eighth grade, what he might have got was some basic history, cuz CRT is an academic (ie university+ level) topic.

Or maybe the kid is just a lot smarter than his folks...",0,0,0,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
82,2022-05-10 09:35:31+00:00,1523959913982349312,hellopapergiant,".@mediatecture Tech/digital ethics is making its way into university curriculums around the world, and interdisciplinary teams are developing all over. Let's make sure tech ethics aren't relegated to the ""academic,"" ie the ""not actually useful."" #MKW22",0,3,0,1,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
83,2022-05-06 15:38:28+00:00,1522601701315944449,DrClaireStocks,@DrSaetnan I think context maybe makes a difference - at BPP there is a big difference between academic (ie University) and educational (which incorporates all of our provision (including non-HE courses and qualifications).,0,0,0,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
84,2022-02-10 21:58:33+00:00,1491894383486312448,Karen__Kramer,"@RebeccaBednarz My sense is that because it is not an academic (ie university) press, it’s less rigorous in content and author solicitation. Maybe no peer review process, don’t know. No offense to anyone — I have read some good stuff that Routledge has published.",0,1,0,1,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
85,2021-12-31 15:54:28+00:00,1476944855863595039,slavetothehat,"Some low hanging fruit are academic ie HS graduation and University but if that’s my bar I don’t accomplish anything until I’m what 18?

Accomplishment certainly has to do with learning something new but I’ve grown to understand that can be about myself or others.",0,0,0,1,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
86,2021-12-16 15:06:42+00:00,1471497018509955079,Mermaidplumber,"@Treasonweaselhu @SaysDana That is true. The university jobs are cushy, but their culture is academic (ie weird). What industry are you in?",0,2,0,1,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
87,2020-08-14 18:53:51+00:00,1294346513771102210,BarkleyDFD,"@NadineDorries Dumbing down academia? University should be for the best brains, not a rite of passage for 18 yr olds. Most who are not academic (ie, not getting the grades for Uni) are better served going into employment with training. Win-win. No student debt, experience gained &amp; an income.",7,8,0,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
88,2020-07-09 17:51:11+00:00,1281284780164878343,MichaelNo88,"@toryboypierce It's only worth going to university if you're incredibly academic ie in the top 10%, or if you are doing a degree which will lead to a specific job ie history degree to be a history teacher. Anyone not in those categories is wasting 50k for not much. Open university is cheaper",0,0,0,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
89,2020-07-06 16:27:19+00:00,1280176511614672899,DianePinkerton,"@WLMcFarlane @CBCQueensPark @TorontoStar @krushowy BIPOC = Black, Indigenous, People of Colour
Streaming separates kids into a practical/standard (ie hands on, trades oriented, college or trades focused) and academic (ie maths, sciences, university focused) programs.",0,3,0,2,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
90,2020-06-06 01:09:24+00:00,1269073873615683585,BarbaraGuinn1,"@AcademicChatter Yes, you are at a much higher risk of quitting again and often universities won’t take the risk. Is it the project (talk to the supervisor) or the supervisor (talk to another academic ie 2nd supervisor, PG tutor).",1,3,0,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
91,2019-09-29 15:14:51+00:00,1178327283800662016,ashtahtedelt,"@JohnBrownGunnJr @iamjohnk @TalibKweli @LuvAvaGabrielle I'm serious lol. 

I'm using ""academic"" in the professional sense. That was also the phrasing in my original comment. I don't know if that was clear or not. 

So you guys are saying he's doing academic (ie university or organization sponsored) research, publishing, and teaching?",0,0,0,2,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
92,2019-09-25 07:45:22+00:00,1176764618133442562,GibbleJo,"@AlisonMeinel Maybe my profile misleads you? I'm not an academic (ie working in a university) but seek to apply my student-learning (my PhD studies in particular) &amp;policy background, to supporting campaigners calling for improvements to the maternity services, mainly via volunteering for AIMS.",0,1,0,3,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
93,2019-07-22 08:10:04+00:00,1153215622546939904,RealMGHarris,@JMNR @R0samond @godFreeWorld @Goodbye_Jesus Tim O'Neill isn't an academic. Please provide a citation for an academic ie someone with a university position in ancient history calling Carrier a 'crank'.,0,1,0,1,,en,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1
94,2019-04-08 12:23:56+00:00,1115228783189970945,sjgazzard,"@benjaminfabi @PostcardRohan @StudyLIBF Agree completely! Massive difference between full time academic (ie university) students being offered employment opportunities, to vocational students already in employment being offered alternative employment opportunities by their qualification body.",0,0,0,0,,en,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1
95,2019-04-07 03:51:48+00:00,1114737511178223616,Manchu__,"@VladTzeImpaler @realitycheckind And when USA stopped doing it, it had to rely on skilled immigrants. Even European countries like France, Germany, Belgium have a merit based process to stream kids into academic (ie state-funded university) vs vocational streams.",0,0,0,0,,en,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
96,2019-03-11 00:46:57+00:00,1104906522193096704,MonashPolsIR,"Our Research Seminar Series starts this week, with a talk by Dr Alex Baturo (Dublin City University) titled ""The New Kremlinology: Understanding Regime Personalisation in Russia."" The seminar is on Wed 13/3, 1.30-3pm, N302, all welcome! https://t.co/Ai5YC1jmkF",4,6,1,0,,en,['https://dcu.academic.ie/live/!W_VALOCAL_DCU_PORTAL.PROFILE?WPBPRSN=1630984'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
97,2015-06-17 19:46:24+00:00,611258612699279360,Leon_de_El,"@MichelinTires_ and also, it says in your own article that non academic (ie not universities) post secondary training can still boost",0,0,0,0,,en,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1
98,2010-02-23 09:10:02+00:00,9518667900,Karandras,@reapsta I figured! Does the executive branch of the university count as academic ie vice-chancellor?,0,0,0,0,,en,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
99,2020-08-06 10:38:06+00:00,1291322650049093633,EmbEspMalta,"The School of Languages of the University of Malta has just launched 🇪🇸 Spanish courses for beginners. These are 6-week on-line courses for pre-teens and teens, starting on August 17th. 
Find all the information here 👇👇👇
https://t.co/rfGJp871Cl
https://t.co/ZrzKrEJM0h",0,0,0,0,,en,"['https://bit.ly/3a2z4t8', 'https://bit.ly/31tWhAq']","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1
100,2018-12-14 14:55:03+00:00,1073592206311768064,TalkEnglish121,"Student blog – Why is it important to speak English? – Malta University Language School https://t.co/DYnTkxBupy
#LearnEnglish #LANGUAGE #spokenword #Englishspeaking #languagelearning https://t.co/PRBfqNlCrO",0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/DuYqa_oXQAAAB8p?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DuYqa_oXQAAAB8p?format=jpg&name=large')]",en,['https://buff.ly/2Gd375Y'],"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",1
101,2018-01-23 10:45:14+00:00,955753282160545792,MULS14,#Malta University Language School #BloggersBlast https://t.co/owTGn336DH https://t.co/IbftkNxjIG,0,2,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/DUOEiynW0AANFhA?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DUOEiynW0AANFhA?format=jpg&name=large')]",en,['http://ow.ly/59LT30hWxO5'],"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",1
102,2017-12-05 13:55:15+00:00,938044095536099329,MULS14,5 Reasons to join #Malta #University #Langauge #School #TuesdayThoughts https://t.co/1w0eDMCudI https://t.co/OnbwzaJ1q6,0,1,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/DQSaIc-WsAEuT36?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DQSaIc-WsAEuT36?format=jpg&name=large')]",en,['http://ow.ly/2UHB30h1pql'],"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",1
103,2017-11-16 16:55:25+00:00,931204066943873024,MULS14,How do you apply to study with #Malta #University #Language #School? https://t.co/cQqQxtp6lq https://t.co/vb9qFHP8hf,1,1,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/DOxNKToVoAArofv?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/DOxNKToVoAArofv?format=jpg&name=large')]",en,['http://ow.ly/52QU30gCv8o'],"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",1
104,2017-11-08 16:55:22+00:00,928304953806000128,MULS14,5 Reasons to join #University #Language #School https://t.co/EKCet09JBC https://t.co/VJZmNNFKV6,1,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/DOIAbyCUEAEM0_Y?format=png&name=small', fullUrl='https://pbs.twimg.com/media/DOIAbyCUEAEM0_Y?format=png&name=large')]",en,['http://ow.ly/avNV30grceh'],"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",1
105,2017-11-08 15:05:56+00:00,928277415104864256,MULS14,#University #Language #School #FamilyAtmosphere https://t.co/HiAyfrwgAa https://t.co/Fk7vnikINg,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/DOHnWaUX0AALOOO?format=png&name=small', fullUrl='https://pbs.twimg.com/media/DOHnWaUX0AALOOO?format=png&name=large')]",qme,['http://ow.ly/GxSr30grbRB'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
106,2017-02-07 16:55:12+00:00,829010634352238593,MULS14,Blog: Top 5 reasons why you should join #Malta #University #Language #School https://t.co/4KiQZZE9Oq,0,0,0,0,,en,['http://ow.ly/HzEn308LqqI'],"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",1
107,2017-01-10 13:27:12+00:00,818811430745079808,MULS14,"Juan, a student of ours, not only came to Malta to study English but also had an internship at University! https://t.co/lhCAMce2rL",0,0,0,0,,en,['http://ow.ly/NOv8307RnJm'],"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",1
108,2014-09-16 08:32:47+00:00,511794816108466176,MULS14,"Take an IELTS  Course in Malta to allow you to study at  universities abroad! Starting on the 29th September 2014!

http://t.co/aRpojvq19s",0,0,0,0,,en,['http://universitylanguageschool.com/uncategorized/sign-up-to-our-ielts-preparation-course/'],"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
109,2013-08-21 11:46:26+00:00,370149895279484928,absyzar,IELTS Course | Malta University Language School http://t.co/mX12VO6YtD,0,0,0,0,,en,['http://fb.me/1PwocvQsa'],"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",1
110,2013-03-20 20:30:52+00:00,314474142235758592,WhattodoMalta,"@GraceWattsx @maltalingua you can check at the university website, http://t.co/3SJ0pYS1ov and check this one too http://t.co/NVNF8JfSuW",0,0,0,0,,en,"['http://www.um.edu.mt/', 'http://universitylanguageschool.com/updates/next-maltese-course-register-now/']","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",1
111,2013-01-08 15:55:04+00:00,288675195550593024,absyzar,15% off on lessons | Malta University Language School http://t.co/tkdlG50c,0,0,0,0,,en,['http://fb.me/2JtGb6HKW'],"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",1
112,2012-09-15 16:46:23+00:00,247013502882041856,bonno63,15% off | Malta University Language School http://t.co/gzvz1auC,0,0,0,0,,en,['http://tinyurl.com/8pywbln'],"<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>",1
